,index,sent=positive,sent=negative
1442,bhai,0.001782528047864209,0.0016385363100600494
1443,mula,2.2281597813102888e-10,0.0003277073930949016
1444,bhau,2.2281597813102888e-10,0.0001638537784742581
1445,badya,2.2281597813102888e-10,0.0001638537784742581
1446,dekhera,0.000222816200947007,0.0001638537784742581
1447,unsubscribing,2.2281597813102888e-10,0.0001638537784742581
1448,dear,0.0008912641353400936,0.0003277073930949016
1449,kanxho,2.2281597813102888e-10,0.0001638537784742581
1450,youtubema,2.2281597813102888e-10,0.0001638537784742581
1451,yehi,2.2281597813102888e-10,0.0006554146223361887
1452,lekhchu,2.2281597813102888e-10,0.0001638537784742581
1453,la,0.0008912641353400936,0.00213009715392198
1454,fool,2.2281597813102888e-10,0.0004915610077155452
1455,general,0.000222816200947007,0.0006554146223361887
1456,protest,0.0015597120697331804,0.0004915610077155452
1457,main,0.0011140801134711226,0.0026216579977839105
1458,weaken,0.000222816200947007,0.0001638537784742581
1459,withdrawal,2.2281597813102888e-10,0.0001638537784742581
1460,contribute,0.0006684481572090648,0.0001638537784742581
1461,majorly,2.2281597813102888e-10,0.0001638537784742581
1462,bhaena,2.2281597813102888e-10,0.0001638537784742581
1463,esto,0.0006684481572090648,0.0008192682369568321
1464,rich,0.00044563217907803593,0.0008192682369568321
1465,gatilo,2.2281597813102888e-10,0.0003277073930949016
1466,ya,2.2281597813102888e-10,0.0011469754661981191
1467,teslai,0.00044563217907803593,0.0001638537784742581
1468,lyauna,2.2281597813102888e-10,0.0003277073930949016
1469,bollywoodesque,2.2281597813102888e-10,0.0001638537784742581
1470,khojyo,2.2281597813102888e-10,0.0001638537784742581
1471,muji,2.2281597813102888e-10,0.0016385363100600494
1472,alchi,2.2281597813102888e-10,0.0001638537784742581
1473,father,0.0011140801134711226,0.0004915610077155452
1474,earn,0.0013368960916021514,0.0009831218515774756
1475,dad,2.2281597813102888e-10,0.0003277073930949016
1476,weve,2.2281597813102888e-10,0.0001638537784742581
1477,pay,0.002896607938519353,0.004751754987852276
1478,threaten,2.2281597813102888e-10,0.0003277073930949016
1479,mom,0.000222816200947007,0.0004915610077155452
1480,jail,0.00044563217907803593,0.0011469754661981191
1481,several,2.2281597813102888e-10,0.0001638537784742581
1482,though,0.0013368960916021514,0.0013108290808187624
1483,criminal,0.0006684481572090648,0.0001638537784742581
1484,there,0.0008912641353400936,0.0003277073930949016
1485,fraud,0.000222816200947007,0.0001638537784742581
1486,sometimes,0.00044563217907803593,0.0003277073930949016
1487,village,0.0006684481572090648,0.0011469754661981191
1488,around,0.0015597120697331804,0.0016385363100600494
1489,lakhs,0.00044563217907803593,0.0006554146223361887
1490,run,0.001782528047864209,0.0013108290808187624
1491,away,0.000222816200947007,0.0008192682369568321
1492,interest,0.005124767719829643,0.0026216579977839105
1493,relative,0.000222816200947007,0.0004915610077155452
1494,harm,0.000222816200947007,0.0004915610077155452
1495,forgive,2.2281597813102888e-10,0.0001638537784742581
1496,close,0.0011140801134711226,0.0009831218515774756
1497,person,0.004456319785436556,0.00213009715392198
1498,mama,2.2281597813102888e-10,0.0003277073930949016
1499,house,0.00044563217907803593,0.0004915610077155452
1500,cr,2.2281597813102888e-10,0.0001638537784742581
1501,cannot,0.0008912641353400936,0.0011469754661981191
1502,serve,0.000222816200947007,0.0003277073930949016
1503,ekdam,0.0020053440259952377,0.0013108290808187624
1504,sahi,0.0013368960916021514,0.0013108290808187624
1505,daju,0.0020053440259952377,0.0016385363100600494
1506,earnspend,2.2281597813102888e-10,0.0001638537784742581
1507,money,0.003342239894781411,0.006062583904817423
1508,eg,2.2281597813102888e-10,0.0004915610077155452
1509,lifestyle,0.00044563217907803593,0.0001638537784742581
1510,wouldve,2.2281597813102888e-10,0.0001638537784742581
1511,mainly,0.000222816200947007,0.0004915610077155452
1512,farmer,2.2281597813102888e-10,0.0001638537784742581
1513,trap,0.00044563217907803593,0.0003277073930949016
1514,pareka,0.000222816200947007,0.0003277073930949016
1515,xan,0.000222816200947007,0.0022939507685426235
1516,thanks,0.02139033412339475,0.0004915610077155452
1517,well,0.022504414014049894,0.0032770724562664845
1518,mutual,2.2281597813102888e-10,0.0001638537784742581
1519,fund,0.000222816200947007,0.0008192682369568321
1520,rural,0.0011140801134711226,0.0003277073930949016
1521,metre,2.2281597813102888e-10,0.0001638537784742581
1522,byaj,0.0006684481572090648,0.0019662435393013366
1523,dope,0.00044563217907803593,0.0001638537784742581
1524,concept,0.0008912641353400936,0.0001638537784742581
1525,theres,0.000222816200947007,0.0001638537784742581
1526,article,0.000222816200947007,0.0001638537784742581
1527,review,0.000222816200947007,0.0001638537784742581
1528,thankyou,0.004010687829174498,0.0003277073930949016
1529,govt,0.0006684481572090648,0.0006554146223361887
1530,recognize,0.0006684481572090648,0.0004915610077155452
1531,otherwise,0.000222816200947007,0.0004915610077155452
1532,legally,2.2281597813102888e-10,0.0006554146223361887
1533,bind,2.2281597813102888e-10,0.0001638537784742581
1534,ban,0.000222816200947007,0.0008192682369568321
1535,declare,0.0006684481572090648,0.0001638537784742581
1536,risk,0.0013368960916021514,0.0014746826954394059
1537,lender,2.2281597813102888e-10,0.0001638537784742581
1538,percentage,2.2281597813102888e-10,0.0004915610077155452
1539,higherit,2.2281597813102888e-10,0.0001638537784742581
1540,normal,0.000222816200947007,0.0003277073930949016
1541,describe,0.0011140801134711226,0.0001638537784742581
1542,keep,0.0418894041114494,0.0022939507685426235
1543,chittai,0.000222816200947007,0.0001638537784742581
1544,dekhinxa,2.2281597813102888e-10,0.0001638537784742581
1545,increase,0.00044563217907803593,0.0009831218515774756
1546,rate,0.0011140801134711226,0.0013108290808187624
1547,friend,0.0020053440259952377,0.0011469754661981191
1548,college,0.0031194239166503824,0.003768633300128415
1549,rs,0.00044563217907803593,0.0008192682369568321
1550,annually,2.2281597813102888e-10,0.0001638537784742581
1551,electric,2.2281597813102888e-10,0.0001638537784742581
1552,vehicle,0.00044563217907803593,0.0003277073930949016
1553,wheelers,2.2281597813102888e-10,0.0001638537784742581
1554,subsidy,2.2281597813102888e-10,0.0001638537784742581
1555,market,0.00044563217907803593,0.0004915610077155452
1556,price,0.0006684481572090648,0.0009831218515774756
1557,high,0.002228160004126267,0.0029493652270251975
1558,nice,0.014705854779463883,0.0016385363100600494
1559,issue,0.005347583697960671,0.0026216579977839105
1560,wee,2.2281597813102888e-10,0.0001638537784742581
1561,support,0.007798559457401988,0.0029493652270251975
1562,expose,0.0008912641353400936,0.0014746826954394059
1563,university,0.0008912641353400936,0.0006554146223361887
1564,tu,0.000222816200947007,0.0001638537784742581
1565,suffer,0.000222816200947007,0.0009831218515774756
1566,forefront,2.2281597813102888e-10,0.0001638537784742581
1567,protect,0.00044563217907803593,0.0003277073930949016
1568,perpetrator,2.2281597813102888e-10,0.0001638537784742581
1569,becoz,2.2281597813102888e-10,0.0001638537784742581
1570,affiliate,2.2281597813102888e-10,0.0004915610077155452
1571,chanda,2.2281597813102888e-10,0.0001638537784742581
1572,election,0.004456319785436556,0.002457804383163267
1573,buttom,0.000222816200947007,0.0001638537784742581
1574,anyways,0.00044563217907803593,0.0001638537784742581
1575,thinking,0.000222816200947007,0.0001638537784742581
1576,sensational,2.2281597813102888e-10,0.0003277073930949016
1577,rubbish,0.000222816200947007,0.0001638537784742581
1578,domestic,2.2281597813102888e-10,0.0001638537784742581
1579,airline,0.000222816200947007,0.0006554146223361887
1580,plane,0.000222816200947007,0.0006554146223361887
1581,since,0.003342239894781411,0.0016385363100600494
1582,often,2.2281597813102888e-10,0.0004915610077155452
1583,poverty,0.000222816200947007,0.0004915610077155452
1584,mankind,2.2281597813102888e-10,0.0001638537784742581
1585,reality,0.0024509759822572957,0.002785511612404554
1586,society,0.0008912641353400936,0.0009831218515774756
1587,case,0.003342239894781411,0.00213009715392198
1588,laghubittita,2.2281597813102888e-10,0.0001638537784742581
1589,bittiya,2.2281597813102888e-10,0.0001638537784742581
1590,sastha,2.2281597813102888e-10,0.0001638537784742581
1591,meter,0.0008912641353400936,0.0018023899246806929
1592,byaji,0.000222816200947007,0.0006554146223361887
1593,aint,2.2281597813102888e-10,0.0004915610077155452
1594,intention,2.2281597813102888e-10,0.0001638537784742581
1595,may,0.002896607938519353,0.0016385363100600494
1596,emergency,2.2281597813102888e-10,0.0003277073930949016
1597,actual,0.0008912641353400936,0.0003277073930949016
1598,paper,0.000222816200947007,0.0008192682369568321
1599,afraid,0.000222816200947007,0.0001638537784742581
1600,scammed,2.2281597813102888e-10,0.0003277073930949016
1601,option,0.00044563217907803593,0.0006554146223361887
1602,fortunately,0.000222816200947007,0.0001638537784742581
1603,owner,0.0013368960916021514,0.0009831218515774756
1604,ask,0.0008912641353400936,0.0014746826954394059
1605,extra,0.000222816200947007,0.0014746826954394059
1606,penny,2.2281597813102888e-10,0.0001638537784742581
1607,return,0.00044563217907803593,0.0006554146223361887
1608,matter,0.0026737919603883244,0.0004915610077155452
1609,concern,0.000222816200947007,0.0003277073930949016
1610,obvious,2.2281597813102888e-10,0.0001638537784742581
1611,someone,0.002896607938519353,0.0009831218515774756
1612,suddenly,0.000222816200947007,0.0001638537784742581
1613,security,2.2281597813102888e-10,0.0004915610077155452
1614,scamming,2.2281597813102888e-10,0.0001638537784742581
1615,alternative,0.000222816200947007,0.0003277073930949016
1616,merchant,2.2281597813102888e-10,0.0001638537784742581
1617,charge,0.0015597120697331804,0.0022939507685426235
1618,percent,0.000222816200947007,0.0006554146223361887
1619,hardly,2.2281597813102888e-10,0.0003277073930949016
1620,room,2.2281597813102888e-10,0.0006554146223361887
1621,property,2.2281597813102888e-10,0.0003277073930949016
1622,lesssmall,2.2281597813102888e-10,0.0001638537784742581
1623,daughter,2.2281597813102888e-10,0.0001638537784742581
1624,marriage,2.2281597813102888e-10,0.0003277073930949016
1625,wise,0.00044563217907803593,0.0004915610077155452
1626,afford,0.0006684481572090648,0.0009831218515774756
1627,food,0.00044563217907803593,0.0008192682369568321
1628,plate,0.000222816200947007,0.0003277073930949016
1629,low,0.0006684481572090648,0.00213009715392198
1630,inflate,2.2281597813102888e-10,0.0001638537784742581
1631,inflation,0.000222816200947007,0.0006554146223361887
1632,lend,2.2281597813102888e-10,0.0001638537784742581
1633,impossible,2.2281597813102888e-10,0.0003277073930949016
1634,line,0.0006684481572090648,0.0016385363100600494
1635,dine,0.000222816200947007,0.0011469754661981191
1636,duitai,2.2281597813102888e-10,0.0001638537784742581
1637,linee,2.2281597813102888e-10,0.0001638537784742581
1638,aawasyak,2.2281597813102888e-10,0.0003277073930949016
1639,tasaile,2.2281597813102888e-10,0.0001638537784742581
1640,jaani,2.2281597813102888e-10,0.0003277073930949016
1641,sign,0.00044563217907803593,0.0004915610077155452
1642,ready,0.0006684481572090648,0.0006554146223361887
1643,gau,2.2281597813102888e-10,0.0009831218515774756
1644,easy,0.0015597120697331804,0.0013108290808187624
1645,available,0.000222816200947007,0.0001638537784742581
1646,pardaxa,2.2281597813102888e-10,0.0001638537784742581
1647,microfinance,2.2281597813102888e-10,0.0001638537784742581
1648,reach,0.003342239894781411,0.0011469754661981191
1649,expense,0.000222816200947007,0.0006554146223361887
1650,dedaina,2.2281597813102888e-10,0.0003277073930949016
1651,small,0.001782528047864209,0.0009831218515774756
1652,startup,2.2281597813102888e-10,0.0003277073930949016
1653,base,0.0020053440259952377,0.0006554146223361887
1654,ground,0.0008912641353400936,0.0001638537784742581
1655,surface,0.00044563217907803593,0.0003277073930949016
1656,lina,0.00044563217907803593,0.0008192682369568321
1657,vanxu,2.2281597813102888e-10,0.0001638537784742581
1658,area,0.0006684481572090648,0.0008192682369568321
1659,agriculture,2.2281597813102888e-10,0.0001638537784742581
1660,famous,2.2281597813102888e-10,0.0001638537784742581
1661,yeuta,0.0008912641353400936,0.0003277073930949016
1662,sarkari,2.2281597813102888e-10,0.00213009715392198
1663,office,0.000222816200947007,0.0003277073930949016
1664,batai,2.2281597813102888e-10,0.0004915610077155452
1665,agricultural,0.00044563217907803593,0.0003277073930949016
1666,ghusdya,2.2281597813102888e-10,0.0001638537784742581
1667,haat,2.2281597813102888e-10,0.0008192682369568321
1668,aaxa,2.2281597813102888e-10,0.0001638537784742581
1669,garla,2.2281597813102888e-10,0.0001638537784742581
1670,innocent,0.00044563217907803593,0.0004915610077155452
1671,cent,2.2281597813102888e-10,0.0001638537784742581
1672,guna,2.2281597813102888e-10,0.0001638537784742581
1673,sale,2.2281597813102888e-10,0.0003277073930949016
1674,dekhaunchha,2.2281597813102888e-10,0.0001638537784742581
1675,vanchha,2.2281597813102888e-10,0.0001638537784742581
1676,byapari,2.2281597813102888e-10,0.0004915610077155452
1677,dekhi,0.0011140801134711226,0.00213009715392198
1678,byaaj,2.2281597813102888e-10,0.0001638537784742581
1679,kurama,2.2281597813102888e-10,0.0003277073930949016
1680,report,0.0013368960916021514,0.0008192682369568321
1681,aafai,2.2281597813102888e-10,0.0008192682369568321
1682,indirectly,2.2281597813102888e-10,0.0006554146223361887
1683,promote,0.0006684481572090648,0.0003277073930949016
1684,kai,0.0008912641353400936,0.0019662435393013366
1685,vitra,2.2281597813102888e-10,0.0004915610077155452
1686,pahunchwala,2.2281597813102888e-10,0.0001638537784742581
1687,byaaji,2.2281597813102888e-10,0.0001638537784742581
1688,poorer,2.2281597813102888e-10,0.0003277073930949016
1689,pokhara,2.2281597813102888e-10,0.0006554146223361887
1690,dirah,2.2281597813102888e-10,0.0001638537784742581
1691,section,0.000222816200947007,0.0003277073930949016
1692,seem,0.001782528047864209,0.0008192682369568321
1693,help,0.005347583697960671,0.0014746826954394059
1694,havent,0.0006684481572090648,0.0003277073930949016
1695,sum,2.2281597813102888e-10,0.0003277073930949016
1696,kuna,2.2281597813102888e-10,0.0001638537784742581
1697,dharai,2.2281597813102888e-10,0.0001638537784742581
1698,kasle,2.2281597813102888e-10,0.0011469754661981191
1699,sundela,2.2281597813102888e-10,0.0001638537784742581
1700,illegal,0.0006684481572090648,0.002785511612404554
1701,totallymeter,2.2281597813102888e-10,0.0001638537784742581
1702,businessman,0.00044563217907803593,0.0001638537784742581
1703,uthauna,0.000222816200947007,0.0006554146223361887
1704,din,0.000222816200947007,0.0009831218515774756
1705,lagxa,0.0011140801134711226,0.0011469754661981191
1706,lene,2.2281597813102888e-10,0.0001638537784742581
1707,daily,0.00044563217907803593,0.0006554146223361887
1708,aayepaxi,2.2281597813102888e-10,0.0001638537784742581
1709,jodera,2.2281597813102888e-10,0.0001638537784742581
1710,firta,2.2281597813102888e-10,0.0006554146223361887
1711,gardineaajavoli,2.2281597813102888e-10,0.0001638537784742581
1712,po,0.0006684481572090648,0.0006554146223361887
1713,yeslai,2.2281597813102888e-10,0.0003277073930949016
1714,dhanda,2.2281597813102888e-10,0.0001638537784742581
1715,bigardiyabyaj,2.2281597813102888e-10,0.0001638537784742581
1716,rah,2.2281597813102888e-10,0.0001638537784742581
1717,galti,0.000222816200947007,0.0008192682369568321
1718,cousin,2.2281597813102888e-10,0.0003277073930949016
1719,commit,2.2281597813102888e-10,0.0001638537784742581
1720,suicide,2.2281597813102888e-10,0.0003277073930949016
1721,ok,0.0006684481572090648,0.0004915610077155452
1722,galat,2.2281597813102888e-10,0.0008192682369568321
1723,bhane,0.0008912641353400936,0.0018023899246806929
1724,finance,2.2281597813102888e-10,0.0006554146223361887
1725,chalaune,2.2281597813102888e-10,0.0006554146223361887
1726,dar,2.2281597813102888e-10,0.0003277073930949016
1727,pugaunu,2.2281597813102888e-10,0.0001638537784742581
1728,jasle,2.2281597813102888e-10,0.0006554146223361887
1729,byad,2.2281597813102888e-10,0.0001638537784742581
1730,lone,2.2281597813102888e-10,0.0001638537784742581
1731,lyeara,2.2281597813102888e-10,0.0001638537784742581
1732,transection,2.2281597813102888e-10,0.0001638537784742581
1733,profit,0.00044563217907803593,0.0014746826954394059
1734,kehi,0.000222816200947007,0.00213009715392198
1735,badhaira,2.2281597813102888e-10,0.0001638537784742581
1736,pugxa,2.2281597813102888e-10,0.0003277073930949016
1737,darjeeling,0.00044563217907803593,0.0008192682369568321
1738,alag,2.2281597813102888e-10,0.0001638537784742581
1739,giyo,2.2281597813102888e-10,0.0001638537784742581
1740,hajurle,2.2281597813102888e-10,0.0001638537784742581
1741,pyaro,2.2281597813102888e-10,0.0003277073930949016
1742,hamisanga,2.2281597813102888e-10,0.0001638537784742581
1743,navayera,2.2281597813102888e-10,0.0001638537784742581
1744,ekxoti,2.2281597813102888e-10,0.0001638537784742581
1745,gardinus,2.2281597813102888e-10,0.0001638537784742581
1746,compound,2.2281597813102888e-10,0.0001638537784742581
1747,bet,0.00044563217907803593,0.0003277073930949016
1748,tourism,2.2281597813102888e-10,0.0001638537784742581
1749,sector,0.0024509759822572957,0.002457804383163267
1750,destroyed,2.2281597813102888e-10,0.0001638537784742581
1751,wont,0.0011140801134711226,0.0011469754661981191
1752,solve,0.0013368960916021514,0.0018023899246806929
1753,villen,2.2281597813102888e-10,0.0001638537784742581
1754,character,0.0011140801134711226,0.0001638537784742581
1755,grya,2.2281597813102888e-10,0.0001638537784742581
1756,bijli,2.2281597813102888e-10,0.0001638537784742581
1757,bill,0.0008912641353400936,0.0001638537784742581
1758,ghar,2.2281597813102888e-10,0.003113218841645841
1759,gadi,2.2281597813102888e-10,0.0001638537784742581
1760,tax,0.0006684481572090648,0.0004915610077155452
1761,fine,0.0008912641353400936,0.0003277073930949016
1762,linxa,2.2281597813102888e-10,0.0013108290808187624
1763,vanla,2.2281597813102888e-10,0.0001638537784742581
1764,diney,2.2281597813102888e-10,0.0004915610077155452
1765,hunx,0.00044563217907803593,0.0004915610077155452
1766,rokna,2.2281597813102888e-10,0.0001638537784742581
1767,jarib,2.2281597813102888e-10,0.0001638537784742581
1768,dalit,2.2281597813102888e-10,0.0004915610077155452
1769,janxa,2.2281597813102888e-10,0.0003277073930949016
1770,samasya,2.2281597813102888e-10,0.0006554146223361887
1771,samadhan,2.2281597813102888e-10,0.0004915610077155452
1772,hudaina,0.000222816200947007,0.0016385363100600494
1773,share,0.005793215654222729,0.0009831218515774756
1774,themself,2.2281597813102888e-10,0.0001638537784742581
1775,initial,0.000222816200947007,0.0003277073930949016
1776,agree,0.0008912641353400936,0.0009831218515774756
1777,upon,0.0006684481572090648,0.0006554146223361887
1778,hike,2.2281597813102888e-10,0.0001638537784742581
1779,miss,0.0024509759822572957,0.0009831218515774756
1780,deadline,2.2281597813102888e-10,0.0001638537784742581
1781,everydingle,2.2281597813102888e-10,0.0001638537784742581
1782,nic,2.2281597813102888e-10,0.0001638537784742581
1783,asia,2.2281597813102888e-10,0.0001638537784742581
1784,culprit,2.2281597813102888e-10,0.0003277073930949016
1785,private,0.005793215654222729,0.011797460416539946
1786,regulation,0.00044563217907803593,0.0003277073930949016
1787,survive,2.2281597813102888e-10,0.0003277073930949016
1788,bhayera,0.000222816200947007,0.0003277073930949016
1789,manchhe,0.000222816200947007,0.0001638537784742581
1790,gardina,2.2281597813102888e-10,0.0003277073930949016
1791,kamm,2.2281597813102888e-10,0.0001638537784742581
1792,chainan,2.2281597813102888e-10,0.0001638537784742581
1793,barshe,2.2281597813102888e-10,0.0001638537784742581
1794,afaii,2.2281597813102888e-10,0.0003277073930949016
1795,vaidincha,2.2281597813102888e-10,0.0001638537784742581
1796,khullam,2.2281597813102888e-10,0.0001638537784742581
1797,khulla,2.2281597813102888e-10,0.0001638537784742581
1798,aruta,2.2281597813102888e-10,0.0001638537784742581
1799,paryoni,2.2281597813102888e-10,0.0001638537784742581
1800,hru,2.2281597813102888e-10,0.0003277073930949016
1801,maitighar,0.000222816200947007,0.0001638537784742581
1802,kasai,0.000222816200947007,0.0004915610077155452
1803,andolan,0.000222816200947007,0.0003277073930949016
1804,bideshiye,2.2281597813102888e-10,0.0001638537784742581
1805,lutne,2.2281597813102888e-10,0.0001638537784742581
1806,vanne,0.0011140801134711226,0.0026216579977839105
1807,tira,2.2281597813102888e-10,0.0011469754661981191
1808,dhyanxa,2.2281597813102888e-10,0.0001638537784742581
1809,pidit,2.2281597813102888e-10,0.0003277073930949016
1810,aakha,2.2281597813102888e-10,0.0004915610077155452
1811,jala,2.2281597813102888e-10,0.0001638537784742581
1812,aahile,2.2281597813102888e-10,0.0003277073930949016
1813,garxan,0.0006684481572090648,0.0016385363100600494
1814,tireko,2.2281597813102888e-10,0.0001638537784742581
1815,bijag,2.2281597813102888e-10,0.0001638537784742581
1816,major,0.0013368960916021514,0.0009831218515774756
1817,azhai,2.2281597813102888e-10,0.0001638537784742581
1818,yaad,0.00044563217907803593,0.0003277073930949016
1819,siraha,2.2281597813102888e-10,0.0003277073930949016
1820,mirchaiya,2.2281597813102888e-10,0.0001638537784742581
1821,shoe,2.2281597813102888e-10,0.0001638537784742581
1822,wholesheller,2.2281597813102888e-10,0.0001638537784742581
1823,aaunu,2.2281597813102888e-10,0.0001638537784742581
1824,bypaar,2.2281597813102888e-10,0.0001638537784742581
1825,ramrai,2.2281597813102888e-10,0.0004915610077155452
1826,chalirako,2.2281597813102888e-10,0.0001638537784742581
1827,uhaa,2.2281597813102888e-10,0.0001638537784742581
1828,nimti,2.2281597813102888e-10,0.0001638537784742581
1829,linu,2.2281597813102888e-10,0.0003277073930949016
1830,leko,2.2281597813102888e-10,0.0006554146223361887
1831,x,0.0011140801134711226,0.0009831218515774756
1832,tirda,2.2281597813102888e-10,0.0001638537784742581
1833,naskke,2.2281597813102888e-10,0.0001638537784742581
1834,sucide,2.2281597813102888e-10,0.0001638537784742581
1835,omg,0.0015597120697331804,0.0001638537784742581
1836,scary,0.000222816200947007,0.0001638537784742581
1837,tirdai,2.2281597813102888e-10,0.0001638537784742581
1838,chu,0.000222816200947007,0.0009831218515774756
1839,nmb,2.2281597813102888e-10,0.0001638537784742581
1840,achel,2.2281597813102888e-10,0.0003277073930949016
1841,byaz,0.000222816200947007,0.0001638537784742581
1842,laghubitya,2.2281597813102888e-10,0.0001638537784742581
1843,sanstha,2.2281597813102888e-10,0.0004915610077155452
1844,gu,2.2281597813102888e-10,0.0001638537784742581
1845,karbai,2.2281597813102888e-10,0.0001638537784742581
1846,grne,2.2281597813102888e-10,0.0001638537784742581
1847,borrow,2.2281597813102888e-10,0.0001638537784742581
1848,lae,0.000222816200947007,0.0006554146223361887
1849,samet,2.2281597813102888e-10,0.0003277073930949016
1850,didaina,2.2281597813102888e-10,0.0006554146223361887
1851,sarkaari,2.2281597813102888e-10,0.0003277073930949016
1852,hawa,2.2281597813102888e-10,0.0006554146223361887
1853,mq,2.2281597813102888e-10,0.0001638537784742581
1854,halka,0.000222816200947007,0.0001638537784742581
1855,malae,0.000222816200947007,0.0001638537784742581
1856,vayi,2.2281597813102888e-10,0.0001638537784742581
1857,pauda,2.2281597813102888e-10,0.0001638537784742581
1858,badhi,2.2281597813102888e-10,0.0006554146223361887
1859,tirnu,2.2281597813102888e-10,0.0003277073930949016
1860,sahu,2.2281597813102888e-10,0.0001638537784742581
1861,samat,2.2281597813102888e-10,0.0001638537784742581
1862,sarkaar,2.2281597813102888e-10,0.0003277073930949016
1863,chat,2.2281597813102888e-10,0.0001638537784742581
1864,new,0.007575743479270959,0.0009831218515774756
1865,yesko,0.0011140801134711226,0.0009831218515774756
1866,fanda,2.2281597813102888e-10,0.0001638537784742581
1867,pariwar,0.00044563217907803593,0.0003277073930949016
1868,pareko,0.000222816200947007,0.0006554146223361887
1869,kashari,2.2281597813102888e-10,0.0001638537784742581
1870,jankari,0.00044563217907803593,0.0001638537784742581
1871,garai,0.000222816200947007,0.0001638537784742581
1872,helpless,2.2281597813102888e-10,0.0001638537784742581
1873,bholi,0.000222816200947007,0.0004915610077155452
1874,herna,0.0006684481572090648,0.0003277073930949016
1875,aako,0.000222816200947007,0.0008192682369568321
1876,suruma,2.2281597813102888e-10,0.0001638537784742581
1877,yei,2.2281597813102888e-10,0.0008192682369568321
1878,kagyo,2.2281597813102888e-10,0.0001638537784742581
1879,anybody,0.000222816200947007,0.0003277073930949016
1880,tiger,0.00044563217907803593,0.0001638537784742581
1881,chitwan,2.2281597813102888e-10,0.0001638537784742581
1882,liyara,2.2281597813102888e-10,0.0001638537784742581
1883,farar,2.2281597813102888e-10,0.0001638537784742581
1884,vayako,2.2281597813102888e-10,0.0001638537784742581
1885,jasly,2.2281597813102888e-10,0.0001638537784742581
1886,estiti,2.2281597813102888e-10,0.0001638537784742581
1887,ahily,2.2281597813102888e-10,0.0001638537784742581
1888,nekai,2.2281597813102888e-10,0.0001638537784742581
1889,kamjoor,2.2281597813102888e-10,0.0001638537784742581
1890,police,0.00044563217907803593,0.0008192682369568321
1891,dida,2.2281597813102888e-10,0.0004915610077155452
1892,sakinan,2.2281597813102888e-10,0.0001638537784742581
1893,birgunj,2.2281597813102888e-10,0.0003277073930949016
1894,mahanagar,2.2281597813102888e-10,0.0001638537784742581
1895,palika,2.2281597813102888e-10,0.0001638537784742581
1896,biyaj,2.2281597813102888e-10,0.0003277073930949016
1897,janxan,2.2281597813102888e-10,0.0004915610077155452
1898,hamfal,2.2281597813102888e-10,0.0001638537784742581
1899,nah,2.2281597813102888e-10,0.0001638537784742581
1900,jan,0.000222816200947007,0.0001638537784742581
1901,xxx,2.2281597813102888e-10,0.0001638537784742581
1902,rog,2.2281597813102888e-10,0.0001638537784742581
1903,failina,2.2281597813102888e-10,0.0001638537784742581
1904,natra,0.000222816200947007,0.0008192682369568321
1905,de,2.2281597813102888e-10,0.0013108290808187624
1906,asar,2.2281597813102888e-10,0.0001638537784742581
1907,fasaunxa,2.2281597813102888e-10,0.0001638537784742581
1908,bujhna,0.000222816200947007,0.0006554146223361887
1909,paye,0.00044563217907803593,0.0008192682369568321
1910,derai,0.00044563217907803593,0.0008192682369568321
1911,plance,2.2281597813102888e-10,0.0001638537784742581
1912,hunca,2.2281597813102888e-10,0.0001638537784742581
1913,detial,2.2281597813102888e-10,0.0001638537784742581
1914,lincha,2.2281597813102888e-10,0.0001638537784742581
1915,dea,2.2281597813102888e-10,0.0003277073930949016
1916,bhana,2.2281597813102888e-10,0.0001638537784742581
1917,aadha,2.2281597813102888e-10,0.0001638537784742581
1918,dubxa,2.2281597813102888e-10,0.0001638537784742581
1919,bikriti,2.2281597813102888e-10,0.0001638537784742581
1920,pane,0.000222816200947007,0.0001638537784742581
1921,lya,2.2281597813102888e-10,0.0001638537784742581
1922,kate,0.000222816200947007,0.0001638537784742581
1923,dina,0.00044563217907803593,0.0009831218515774756
1924,manxa,2.2281597813102888e-10,0.0001638537784742581
1925,uncle,2.2281597813102888e-10,0.0004915610077155452
1926,lagbhag,2.2281597813102888e-10,0.0001638537784742581
1927,aagadi,2.2281597813102888e-10,0.0001638537784742581
1928,dako,2.2281597813102888e-10,0.0001638537784742581
1929,lako,2.2281597813102888e-10,0.0001638537784742581
1930,jorda,2.2281597813102888e-10,0.0001638537784742581
1931,siyaj,2.2281597813102888e-10,0.0001638537784742581
1932,milai,2.2281597813102888e-10,0.0001638537784742581
1933,sakyo,2.2281597813102888e-10,0.0008192682369568321
1934,derako,2.2281597813102888e-10,0.0001638537784742581
1935,maila,2.2281597813102888e-10,0.0009831218515774756
1936,bhanna,0.000222816200947007,0.0006554146223361887
1937,khoja,2.2281597813102888e-10,0.0003277073930949016
1938,lea,2.2281597813102888e-10,0.0006554146223361887
1939,gako,0.000222816200947007,0.0006554146223361887
1940,kasare,2.2281597813102888e-10,0.0001638537784742581
1941,xodxa,2.2281597813102888e-10,0.0001638537784742581
1942,mantri,2.2281597813102888e-10,0.0003277073930949016
1943,farak,2.2281597813102888e-10,0.0006554146223361887
1944,short,0.00044563217907803593,0.0008192682369568321
1945,tahi,2.2281597813102888e-10,0.0001638537784742581
1946,voera,2.2281597813102888e-10,0.0001638537784742581
